x0,x1,x2,x3,x4,x5,x6,x7,Value,Timestamp
0.09818586,0.99358213,0.65457879,0.5676807,0.95339044,0.01465332,0.06192269,0.68628445,9.836997032165527,36
0.01925878,0.99700726,0.44605863,0.59490935,0.96100049,0.2090451,0.05207593,0.8415498,9.85400104522705,36
0.10635782,0.99966635,0.30273424,0.82281763,0.99832018,0.13343517,0.10542927,0.42762635,9.908170700073242,37
0.0342509,0.99214876,0.3626048,0.27435352,0.98374571,0.04686391,0.06249286,0.17265901,9.84595775604248,37
0.01873004,0.99472954,0.7910695,0.23351196,0.97696415,0.10975648,0.07155609,0.39521769,9.82979679107666,38
0.02859218,0.99594066,0.51886122,0.13459103,0.95637261,0.02528647,0.14710656,0.33858983,9.745392799377441,38
0.01211291,0.9953597,0.9002226,0.90631816,0.99019609,0.02606293,0.02115557,0.9479608,9.79813003540039,38
0.04177283,0.99640368,0.45997994,0.4258365,0.92532123,0.02014137,0.11105828,0.29435489,9.790262222290039,39
0.04556721,0.99453764,0.37049378,0.59968379,0.99490805,0.03374846,0.06406588,0.18953269,9.746773719787598,39
0.07060659,0.99542852,0.87498692,0.47918627,0.98198196,0.04353303,0.04785098,0.33288668,9.792179107666016,40
0.04629956,0.98765411,0.4825174,0.6956793,0.97836118,0.00757881,0.09290225,0.57067358,9.880674362182617,40
0.04672704,0.99612026,0.19610836,0.78068369,0.98799719,0.18490412,0.05229089,0.67501198,9.853763580322266,40
0.06095094,0.99811354,0.5749492,0.35107173,0.96155437,0.06565863,0.27605553,0.64226792,9.887425422668457,41
